Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Backyard NFL Football '10,Wii,2009.0,Sports,Atari,0.16,0.0,0.0,0.01,0.17,,,,,,
CSI: Fatal Conspiracy,X360,2010.0,Adventure,Ubisoft,0.11,0.04,0.0,0.01,0.17,42.0,9.0,4.8,4.0,Telltale Games,M
Mega Man Network Transmission,GC,2003.0,Platform,Capcom,0.13,0.03,0.0,0.0,0.17,65.0,28.0,7.6,13.0,Arika,E
Densetsu no Stafi 4,DS,2006.0,Platform,Nintendo,0.0,0.0,0.17,0.0,0.17,,,,,,
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008.0,Role-Playing,Atlus,0.0,0.0,0.17,0.0,0.17,,,,,,
Fairytale Fights,PS3,2009.0,Action,Playlogic Game Factory,0.11,0.03,0.0,0.02,0.17,53.0,34.0,6.0,22.0,"Playlogic, The Game Factory",M
How to Train Your Dragon 2,X360,2014.0,Adventure,Little Orbit,0.05,0.1,0.0,0.01,0.17,,,2.9,7.0,Torus Games,E10+
Tokimeki Memorial: Private Collection,PS,1996.0,Misc,Konami Digital Entertainment,0.0,0.0,0.16,0.01,0.17,,,,,,
Magical Starsign (US sales),DS,2006.0,Role-Playing,Nintendo,0.14,0.02,0.0,0.0,0.17,,,,,,
RC Revenge Pro,PS2,2000.0,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.17,49.0,13.0,7.6,7.0,Acclaim,E
G-Force,X360,2009.0,Action,Disney Interactive Studios,0.11,0.05,0.0,0.01,0.17,68.0,33.0,7.0,9.0,Eurocom Entertainment Software,E10+
Surf's Up,Wii,2007.0,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.17,64.0,9.0,,,Ubisoft Montreal,E10+
Buzz! Brain of the UK,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.15,0.0,0.01,0.17,,,,,,
Backyard Wrestling: Don't Try This at Home,XB,2003.0,Fighting,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,50.0,15.0,5.0,7.0,Paradox Development,M
Gauntlet: Dark Legacy,XB,2002.0,Action,Midway Games,0.13,0.04,0.0,0.01,0.17,54.0,9.0,8.9,10.0,Midway,T
Far East of Eden II: Manji Maru,PS2,2003.0,Role-Playing,Hudson Soft,0.0,0.0,0.17,0.0,0.17,,,,,,
Time and Eternity,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,42.0,40.0,5.0,78.0,"Image Epoch, Imageepoch",T
Lost Kingdoms,GC,2002.0,Role-Playing,Activision,0.1,0.02,0.04,0.0,0.17,72.0,22.0,8.0,15.0,From Software,T
Brunswick Cosmic Bowling,Wii,2010.0,Sports,GameMill Entertainment,0.16,0.0,0.0,0.01,0.17,,,,,CokeM Interactive,E
Pursuit Force: Extreme Justice,PSP,2007.0,Action,Sony Computer Entertainment,0.07,0.06,0.0,0.03,0.17,73.0,44.0,7.6,11.0,Bigbig Studios,T
Disney Sing It: Family Hits,PS3,2010.0,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.02,0.17,72.0,4.0,,,Disney Interactive Studios,E
Matchbox Cross Town Heroes,GBA,2002.0,Racing,THQ,0.12,0.04,0.0,0.0,0.17,,,,,,
The Cursed Crusade,PS3,2011.0,Action,DTP Entertainment,0.07,0.06,0.01,0.03,0.17,45.0,17.0,5.0,26.0,Kylotonn,M
Ridge Racer Unbounded,PS3,2012.0,Racing,Namco Bandai Games,0.05,0.09,0.0,0.03,0.17,72.0,20.0,6.0,29.0,Bugbear,T
Wolfenstein 3D,GBA,2002.0,Shooter,BAM! Entertainment,0.12,0.04,0.0,0.0,0.17,57.0,9.0,6.0,7.0,Stalker Entertainment,M
Nobunaga no Yabou: Tenshoki,SNES,1996.0,Strategy,Tecmo Koei,0.0,0.0,0.17,0.0,0.17,,,,,,
NHL 07,PSP,2006.0,Sports,Electronic Arts,0.13,0.02,0.0,0.02,0.17,76.0,7.0,6.6,23.0,EA Sports,E10+
I'm A Celebrity: Get Me Out of Here!,Wii,2009.0,Misc,Mindscape,0.0,0.16,0.0,0.01,0.17,,,,,,
Dementium: The Ward,DS,2007.0,Shooter,SouthPeak Games,0.15,0.01,0.0,0.01,0.17,72.0,48.0,7.9,37.0,Renegade Kid,M
Mobile Suit Gundam: Extreme VS Force,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,57.0,25.0,7.3,15.0,Bandai Namco Games,E10+
Dragon Quest X,3DS,2014.0,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17,,,,,,
Learning to Spell,DS,2010.0,Misc,505 Games,0.16,0.0,0.0,0.01,0.17,,,,,505 Games,E
TRON: Evolution,DS,2010.0,Action,Disney Interactive Studios,0.11,0.04,0.0,0.01,0.17,58.0,5.0,,,n-Space,E10+
Sudoku Gridmaster,DS,2006.0,Puzzle,Nintendo,0.13,0.02,0.0,0.01,0.17,62.0,14.0,,,AI,E
NASCAR '14,X360,2014.0,Racing,Deep Silver,0.15,0.0,0.0,0.02,0.17,65.0,4.0,5.1,14.0,Deep Silver,E
Super Power League,SNES,1993.0,Sports,Hudson Soft,0.0,0.0,0.17,0.0,0.17,,,,,,
Bakugan Battle Brawlers: Defenders of the Core,PS3,2010.0,Action,Activision,0.14,0.01,0.0,0.02,0.17,50.0,7.0,,,Now Production,E10+
Green Lantern: Rise of the Manhunters,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0.0,0.02,0.17,61.0,12.0,6.7,17.0,Double Helix Games,T
Street Fighter Alpha 2,SNES,1996.0,Fighting,Nintendo,0.0,0.0,0.17,0.0,0.17,,,,,,
25 to Life,XB,2006.0,Shooter,Eidos Interactive,0.12,0.04,0.0,0.01,0.17,41.0,20.0,7.2,13.0,"Ritual Entertainment, Avalanche Software",M
Squeeballs Party,DS,2009.0,Puzzle,Performance Designed Products,0.15,0.0,0.0,0.01,0.17,,,,,Eiconic Games,E10+
Naval Assault: The Killing Tide,X360,2010.0,Simulation,505 Games,0.08,0.07,0.0,0.02,0.17,40.0,11.0,4.2,5.0,Artech Studios,T
NASCAR '15,X360,2015.0,Sports,Deep Silver,0.15,0.0,0.0,0.02,0.17,,,3.8,6.0,DMi Games,E
NCAA Basketball 09,PS3,2008.0,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.17,68.0,17.0,,,EA Canada,E
Sega Superstars,PS2,2004.0,Misc,Sega,0.08,0.06,0.0,0.02,0.17,72.0,28.0,7.0,5.0,Sonic Team,T
MLB 11: The Show,PSP,2011.0,Sports,Sony Computer Entertainment,0.15,0.0,0.0,0.02,0.17,77.0,9.0,6.0,5.0,SCEA San Diego Studios,E
Bomberman Land,Wii,2007.0,Misc,Rising Star Games,0.11,0.01,0.03,0.01,0.17,57.0,23.0,8.0,10.0,Racjin,E
Ringling Bros. and Barnum & Bailey: Circus Friends,DS,2009.0,Action,Take-Two Interactive,0.15,0.0,0.0,0.01,0.17,,,,,,
Midway Arcade Treasures,GC,2003.0,Misc,Midway Games,0.13,0.03,0.0,0.0,0.17,72.0,11.0,8.2,5.0,Midway,T
Leisure Suit Larry: Magna Cum Laude,XB,2004.0,Adventure,Vivendi Games,0.12,0.04,0.0,0.01,0.17,62.0,49.0,6.4,13.0,High Voltage Software,M
Mousetrap / Operation / Simon,GBA,2005.0,Misc,DSI Games,0.12,0.04,0.0,0.0,0.17,,,,,,
Pac-Man World 3,DS,2005.0,Platform,Namco Bandai Games,0.15,0.0,0.0,0.01,0.17,44.0,8.0,,,"Blitz Games, Human Soft",E
Shawn Johnson Gymnastics,Wii,2010.0,Sports,Zoo Games,0.16,0.0,0.0,0.01,0.17,,,,,Zoo Games,E
NBA 09: The Inside,PS2,2008.0,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17,,,,,SCEA San Diego Studios,E
One Piece: Pirate Warriors 3,PSV,2015.0,Action,Namco Bandai Games,0.0,0.03,0.13,0.01,0.17,76.0,4.0,6.3,17.0,Omega Force,T
Jikkyou Powerful Pro Yakyuu 2014,PS3,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,,,,,,
Resident Evil,SAT,1997.0,Action,Capcom,0.0,0.0,0.17,0.0,0.17,,,,,,
TOEIC Test Training DS,DS,2007.0,Misc,IE Institute,0.0,0.0,0.17,0.0,0.17,,,,,,
Itoi Shigesato no Bass Tsuri No. 1,SNES,1997.0,Sports,Nintendo,0.0,0.0,0.17,0.0,0.17,,,,,,
ZhuZhu Puppies,DS,2011.0,Simulation,Activision,0.12,0.03,0.0,0.01,0.17,,,,,Activision,E
Cubivore: Survival of the Fittest,GC,2002.0,Adventure,Nintendo,0.01,0.0,0.15,0.0,0.17,71.0,12.0,8.5,21.0,Nintendo,E
7th Dragon III Code: VFD,3DS,2015.0,Role-Playing,Sega,0.04,0.0,0.12,0.0,0.17,77.0,26.0,8.2,38.0,Sega,T
FlatOut,XB,2004.0,Racing,Empire Interactive,0.12,0.04,0.0,0.01,0.17,71.0,39.0,8.2,21.0,Bugbear,T
Chaotic: Shadow Warriors,PS3,2009.0,Action,Activision,0.15,0.0,0.0,0.02,0.17,,,,,FUN Labs,E10+
Mr. Do!'s Castle,2600,1983.0,Action,Parker Bros.,0.15,0.01,0.0,0.0,0.17,,,,,,
Death Trap,2600,1982.0,Action,Avalon Interactive,0.15,0.01,0.0,0.0,0.17,,,,,,
Armor Ambush,2600,1981.0,Action,Mattel Interactive,0.15,0.01,0.0,0.0,0.17,,,,,,
Parodius,SAT,1995.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.17,,,,,,
Easy Piano,DS,2009.0,Misc,Game Life,0.04,0.11,0.0,0.02,0.16,52.0,4.0,,,Game Life,E
Blood Bowl,X360,2009.0,Sports,Focus Home Interactive,0.13,0.02,0.0,0.01,0.16,61.0,28.0,5.1,19.0,Cyanide,T
Taz Wanted,PS2,2002.0,Platform,Atari,0.08,0.06,0.0,0.02,0.16,65.0,7.0,8.7,9.0,Blitz Games,E
Far Cry: Primal,PC,2016.0,Action,Ubisoft,0.04,0.11,0.0,0.01,0.16,74.0,18.0,4.8,368.0,Ubisoft Montreal,M
Sid Meier's Civilization IV,PC,2005.0,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03,0.16,94.0,50.0,8.3,909.0,Firaxis Games,E10+
Zoo Keeper,DS,2004.0,Puzzle,Ignition Entertainment,0.1,0.01,0.05,0.01,0.16,74.0,40.0,7.5,13.0,"Buddiez, Inc.",E
Phantasy Star Online 2,PSV,2013.0,Role-Playing,Sega,0.0,0.0,0.16,0.0,0.16,,,,,,
Vehicular Combat League presents Motor Mayhem,PS2,2001.0,Racing,Atari,0.08,0.06,0.0,0.02,0.16,,,,,,
Chuck E. Cheese's Party Games,Wii,2010.0,Misc,UFO Interactive,0.15,0.0,0.0,0.01,0.16,,,,,UFO Interactive,E
Pursuit Force,PSP,2005.0,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.01,0.16,75.0,59.0,7.8,26.0,Bigbig Studios,T
PoPoLoCrois: Hajimari no Bouken,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,,
Star Wars: Super Bombad Racing,PS2,2001.0,Racing,LucasArts,0.08,0.06,0.0,0.02,0.16,71.0,21.0,4.9,8.0,Lucas Learning,E
TransFormers Animated: The Game,DS,2008.0,Action,Activision,0.15,0.0,0.0,0.01,0.16,69.0,15.0,,,Artificial Mind and Movement,E
Hamster Heroes,Wii,2008.0,Puzzle,Popcorn Arcade,0.16,0.0,0.0,0.0,0.16,,,,,,
Hot Wheels Velocity X,GBA,2002.0,Racing,THQ,0.12,0.04,0.0,0.0,0.16,,,,,,
Driver: San Francisco,Wii,2011.0,Racing,Ubisoft,0.06,0.09,0.0,0.02,0.16,64.0,7.0,6.2,10.0,Ubisoft Reflections,T
Alien Resurrection,PS,2000.0,Shooter,Fox Interactive,0.09,0.06,0.0,0.01,0.16,61.0,12.0,7.5,15.0,Argonaut Games,M
World Tour Soccer 2005,PS2,2004.0,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.16,68.0,28.0,9.0,6.0,SCEE London Studio,E
Disney Friends,DS,2007.0,Simulation,Disney Interactive Studios,0.12,0.03,0.0,0.01,0.16,,,7.3,4.0,"Amaze Entertainment, Walt Disney Japan",E
ESPN College Hoops,PS2,2003.0,Sports,Sega,0.08,0.06,0.0,0.02,0.16,83.0,14.0,8.5,8.0,Visual Concepts,E
Dengeki Bunko Fighting Climax,PS3,2014.0,Fighting,Sega,0.05,0.0,0.09,0.01,0.16,66.0,13.0,8.2,29.0,"Sega, French-Bread",T
F1 Championship Season 2000,PS2,2000.0,Racing,Electronic Arts,0.06,0.05,0.03,0.02,0.16,71.0,11.0,,,EA Sports,E
Leisure Suit Larry: Box Office Bust,X360,2009.0,Adventure,Codemasters,0.14,0.01,0.0,0.01,0.16,25.0,27.0,2.5,41.0,Team 17,M
Pen 1 Grand Prix: Penguin no Mondai Special,DS,2009.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,,
Robotech: Battlecry,GC,2002.0,Shooter,TDK Mediactive,0.13,0.03,0.0,0.0,0.16,74.0,11.0,8.4,5.0,Vicious Cycle,T
Zapper: One Wicked Cricket!,PS2,2002.0,Platform,Infogrames,0.08,0.06,0.0,0.02,0.16,,,,,,
Bomberman Land,PS,2000.0,Misc,Hudson Soft,0.0,0.0,0.15,0.01,0.16,,,,,,
Clash of the Titans,X360,2010.0,Action,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,42.0,31.0,4.1,17.0,Game Republic,T
Pro Evolution Soccer 2014,PSP,2013.0,Action,Konami Digital Entertainment,0.0,0.02,0.14,0.0,0.16,,,,,Konami,E
Paws & Claws: Pet Resort,GBA,2006.0,Simulation,THQ,0.12,0.04,0.0,0.0,0.16,,,,,,
Kya: Dark Lineage,PS2,2003.0,Adventure,Atari,0.08,0.06,0.0,0.02,0.16,69.0,25.0,8.9,28.0,Eden Studios,T
Mirror's Edge Catalyst,XOne,2016.0,Platform,Electronic Arts,0.09,0.06,0.0,0.01,0.16,72.0,46.0,4.4,266.0,EA DICE,T
Curious George,GBA,2006.0,Action,Namco Bandai Games,0.12,0.04,0.0,0.0,0.16,65.0,5.0,,,Torus Games,E
Stronghold 3,PC,2011.0,Strategy,,0.06,0.1,0.0,0.0,0.16,47.0,29.0,3.0,350.0,FireFly Studios,T
Lethal Skies II,PS2,2003.0,Simulation,Sammy Corporation,0.08,0.06,0.0,0.02,0.16,73.0,26.0,,,"Asmik Ace Entertainment, Inc",T
F1 2011,3DS,2011.0,Racing,Codemasters,0.07,0.08,0.0,0.02,0.16,59.0,15.0,6.8,13.0,Codemasters,E
Kamaitachi no Yoru × 3,PS2,2006.0,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,,,,,,
Guilty Gear Judgment,PSP,2006.0,Fighting,Majesco Entertainment,0.13,0.0,0.02,0.01,0.16,77.0,17.0,6.6,8.0,Arc System Works,T
Tom and Jerry: Infurnal Escape,GBA,2003.0,Action,Ubisoft,0.12,0.04,0.0,0.0,0.16,,,,,,
NCAA Football 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.16,49.0,5.0,5.8,32.0,EA Canada,E
Splatterhouse,PS3,,Action,Namco Bandai Games,0.13,0.02,0.0,0.02,0.16,59.0,49.0,7.7,67.0,"Namco Bandai Games America, Namco Bandai Games",M
The Legend of Heroes VII: The Trail of Zero,PSP,2010.0,Role-Playing,Falcom Corporation,0.0,0.0,0.16,0.0,0.16,,,,,,
Doctor Lautrec and the Forgotten Knights,3DS,2011.0,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16,53.0,19.0,6.1,8.0,WinkySoft,E10+
King's Field,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16,,,,,,
Let's Ride: Sunshine Stables,GBA,2005.0,Sports,DTP Entertainment,0.12,0.04,0.0,0.0,0.16,,,,,,
World Stadium 4,PS,2000.0,Sports,Namco Bandai Games,0.0,0.0,0.15,0.01,0.16,,,,,,
Disney's American Dragon Jake Long: Attack of the Dark Dragon,DS,2006.0,Action,Disney Interactive Studios,0.15,0.0,0.0,0.01,0.16,,,,,WayForward,E
Midway Arcade Treasures 2,GC,2004.0,Misc,Midway Games,0.13,0.03,0.0,0.0,0.16,74.0,21.0,,,Backbone Entertainment,M
Hot Wheels World Race,GC,2003.0,Racing,THQ,0.13,0.03,0.0,0.0,0.16,59.0,5.0,7.0,5.0,Climax Group,E
San Goku Shi Taisen DS,DS,2007.0,Strategy,Sega,0.0,0.0,0.16,0.0,0.16,,,,,,
Monster Jam,Wii,2007.0,Racing,Activision,0.15,0.0,0.0,0.01,0.16,,,7.8,8.0,Activision,E
Kawa no Nushi Tsuri,PS,1998.0,Sports,Victor Interactive,0.0,0.0,0.15,0.01,0.16,,,,,,
Castlevania Judgment,Wii,2008.0,Fighting,Konami Digital Entertainment,0.12,0.02,0.01,0.01,0.16,49.0,33.0,5.9,56.0,Eighting,T
Magic: The Gathering - Battlegrounds,XB,2003.0,Strategy,Atari,0.12,0.03,0.0,0.01,0.16,,,,,,
N2O: Nitrous Oxide,PS,1998.0,Racing,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.16,,,,,,
Dancing With The Stars,PS2,2007.0,Misc,Activision,0.08,0.06,0.0,0.02,0.16,,,,,Zoe Mode,E10+
Apache: Air Assault,X360,2010.0,Simulation,Activision,0.12,0.03,0.0,0.01,0.16,70.0,26.0,6.4,31.0,Gaijin Entertainment,T
Aliens: Infestation,DS,2011.0,Action,Sega,0.09,0.05,0.0,0.02,0.16,76.0,43.0,8.2,29.0,"Gearbox Software, WayForward",T
Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015.0,Simulation,Marvelous Entertainment,0.05,0.0,0.1,0.01,0.16,72.0,28.0,6.8,15.0,Marvelous Inc.,E10+
Angry Birds Trilogy,PS3,2012.0,Action,Activision,0.12,0.02,0.0,0.03,0.16,66.0,8.0,3.7,20.0,"Rovio Mobile, Rovio Entertainment",E
Otogirisou,SNES,1992.0,Adventure,ChunSoft,0.0,0.0,0.16,0.0,0.16,,,,,,
SD Gundam G Generation 3D,3DS,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,,,,,,
Crash Tag Team Racing,GC,2005.0,Racing,Vivendi Games,0.12,0.03,0.0,0.0,0.16,66.0,14.0,7.3,11.0,Radical Entertainment,E10+
El Shaddai: Ascension of the Metatron,X360,2011.0,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16,75.0,44.0,7.0,47.0,Ignition Entertainment,T
NPPL: Championship Paintball 2009,PS3,2008.0,Shooter,Activision Value,0.15,0.0,0.0,0.01,0.16,45.0,9.0,7.4,10.0,FUN Labs,E10+
True Swing Golf,DS,2005.0,Sports,Nintendo,0.11,0.0,0.04,0.01,0.16,66.0,32.0,7.7,11.0,T&E Soft,E
TimeSplitters: Future Perfect,XB,2005.0,Shooter,Electronic Arts,0.12,0.03,0.0,0.01,0.16,83.0,54.0,8.9,35.0,Free Radical Design,M
Hannah Montana: Rock Out the Show,PSP,2009.0,Misc,Disney Interactive Studios,0.13,0.01,0.0,0.02,0.16,,,,,,
Zoo Hospital,Wii,2008.0,Simulation,Majesco Entertainment,0.14,0.01,0.0,0.01,0.16,61.0,4.0,,,Torus Games,E
Family Feud Decades,Wii,2010.0,Misc,Ubisoft,0.15,0.0,0.0,0.01,0.16,,,,,Ludia,E10+
Midway Arcade Treasures 3,PS2,2005.0,Misc,Midway Games,0.08,0.06,0.0,0.02,0.16,67.0,23.0,,,Digital Eclipse,E
Goosebumps HorrorLand,Wii,2008.0,Adventure,Scholastic Inc.,0.15,0.0,0.0,0.01,0.16,37.0,4.0,3.5,8.0,SScholastic Media,E10+
Dr. Muto,PS2,2002.0,Platform,Midway Games,0.08,0.06,0.0,0.02,0.16,,,,,,
Thrillville: Off the Rails,X360,2007.0,Strategy,LucasArts,0.13,0.02,0.0,0.01,0.16,73.0,24.0,2.8,34.0,Frontier Developments,E10+
DS Rakubiki Jiten,DS,2005.0,Misc,Nintendo,0.0,0.0,0.16,0.0,0.16,,,,,,
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,2005.0,Adventure,Activision,0.08,0.06,0.0,0.02,0.16,,,,,,
Fatal Frame II: Crimson Butterfly,PS2,2003.0,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16,81.0,40.0,9.2,100.0,Tecmo,M
Murdered: Soul Suspect,XOne,2014.0,Action,Square Enix,0.08,0.07,0.0,0.01,0.16,51.0,17.0,7.0,130.0,Airtight Games,M
Shadow Man: 2econd Coming,PS2,2002.0,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.16,68.0,24.0,7.6,8.0,Acclaim,M
Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011.0,Strategy,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,,
Dynasty Warriors 4,XB,2003.0,Action,Tecmo Koei,0.12,0.03,0.0,0.01,0.16,75.0,18.0,8.8,18.0,Omega Force,T
Warriors Orochi 3,X360,2011.0,Action,Ubisoft Annecy,0.09,0.03,0.03,0.01,0.16,71.0,9.0,8.1,19.0,Omega Force,T
Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003.0,Sports,Activision,0.08,0.06,0.0,0.02,0.16,83.0,23.0,9.0,12.0,Shaba Games,E
The Incredibles: Rise of the Underminer,GC,2005.0,Action,THQ,0.12,0.03,0.0,0.0,0.16,67.0,7.0,6.6,7.0,Heavy Iron Studios,E10+
Beowulf: The Game,PS3,2007.0,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16,51.0,18.0,5.2,17.0,Ubisoft,M
Dewy's Adventure,Wii,2007.0,Platform,Konami Digital Entertainment,0.14,0.0,0.01,0.01,0.16,67.0,29.0,6.3,15.0,Konami,E
Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,,
Alone in the Dark: The New Nightmare,PS,,Adventure,Infogrames,0.09,0.06,0.0,0.01,0.16,77.0,15.0,8.1,40.0,Darkworks,M
